content,rating,sistem,layanan,transaksi,pendaftaran subsidi,kebermanfaatan
"Membantu banget nih aplikasinya, penggunaan juga mudah banget. Layanan juga lengkap mulai dari isi bensin, asuransi dan juga delivery servis, selain itu bisa dapet poin dnan Redeem poinnya juga.",5,0,0,0,0,1
"setelah di minta up date 1.0.8.4 ke versi 1.0.8.5 foto struk pembelian bbm tidak bisa di upload dan ada kalimat ""maaf,tidak dapat mengakses server,silahkan coba lagi"",setelah dicoba lagi tetap tidak bisa dan tetap masih ada tulisan kalimat yg sama.",5,-1,0,-1,0,0
"aplikasi nya memudahkan dan efesien karena tidak perlu pegang cash. Saya sudah menggunakan dari oktober 2019. Kendala dilapangan yang saya temui : 1. Masih ada petugas SPBU yg belum mengetahui apa itu aplikasi Mypertamina 2. Daerah yang agak jauh dari kota jaringan koneksi tidak stabil , meski support Mypertamina namun tdk bisa digunakan. 3. Tidak semua SPBU support pembayaran Mypertamina. Saya sendiri sudah beralih Non Cashless pembayaran BBM. Mohon supportnya dari Pertamina Terimakasih",5,0,0,0,0,1
Alhamdulillah adanya Mypertamina semakin memudahkan untuk transaksi bagi saya yang jarang bawa cash. Apalagi di zaman pandemi ini ya mengurangi kontak fisik juga. Semoga aplikasinya berkembang dan lebih baik ya. Thanks,5,0,0,1,0,0
"Aplikasinya bagus dan memudahkan banget sih. Ngebantu banget kalo mau beli bbm di spbu, jadi bisa ga harus ada uang cash gitu kalo mau beli bensin. Selain itu, dapet point point yang bisa dituker sama reward. Bagus banget lah intinya aplikasi ini 👍👍👍",5,1,0,1,0,1
"Aplikasinya sudah cukup membantu, tetapi kendala dimana aplikasi kadang tidak bisa digunakan di berbagai SPBU, tetapi secara keseluruhan oke banget aplikasinya, saya kasi bintang 5, tingkatkan terus my pertamina...",5,0,0,0,0,1
"Aplikasinya bagus banget, mempermudah kita bertransaksi, terutama buat beli bensin di SPBU nya pertamina. Rekomended banget deh, belom lg masih banyak promonya juga.",5,1,0,1,0,0
"Aplikasi My Pertamina ini sangat membantu ku dalam pembayaran pembelian BBM ditengah masa pandemi. Disamping itu aku juga mendapatkan point yang bisa ditukar reward. Tolong dong agar semua tempat pengisian BBM di seluruh Indonesia dipastikan bisa melayani penggunaan aplikasi My Pertamina, jadi mau keliling kota tidak usah khawatir.",5,0,0,1,0,0
"Sangat berguna dan informatif. Maju dan berkembang terus insan Pertamina. Kembangkan terus strategi inovatif yang tepat guna, dan selalu update jangan sampai tergerus perkembangan zaman. Jadilah Leader of World Energy. Salam Jaya dan Safety.",5,0,0,0,0,1
"APAAN INII JELEK BANGEEETTTT... TAPI BOOOOOONGG..!!! mantap sekali game nya baru x ini nemu yg kaya gini, ga susah nyari goldnya, gaada iklan, banyak bonus log in tiap hari tiap jam tiap menit ada bonusnya. kalian wajib coba klo gk nanti menyesallll..",5,0,0,0,0,0
"Aplikasinya oke lancar , alhamdulillah selama ini ga ada kendala ✌ klopun ga bisa scan struk bbm, tinggal input manual, beres. Proses validasinya ga lama. Kelebihan 0,01 liter aja udah bisa dapet 3 kupon. Terima kasih Pertamina 🤗🤗🤗...",5,1,0,-1,0,0
"Setiap mau update susah banget, lemot kayak gak optimal nih aplikasi nya. Apa karena bumn ya jgn kalah donk sm kompetitor lainnya. Kalau gini terus mending ke toko sebelah deh..",5,-1,0,0,0,0
"Alhamdulillah.. Mudah di gunakan, anak saya saja sudah bisa menggunakan disaat melakukan pembayaran di SPBU.. Tetap Semangat, Makin Kreatif, dan Maju terus PERTAMINA.. Dan Alhamdulillah saya salah satu yg mendapatkan Hadiah mypertamina.. Aplikasinya bagus, sangat membantu dalam transaksi di pertamina, dan juga banyak promo",5,1,0,1,0,1
"Bagus, top. Mohon di intruksikan ke SPBU bahwa pembayaran dg nontunai/ link utk selalu dilayani. Takutnya petugas dg berbagai alasan, Krn pembayaran nontunai/ link membutuhkan waktu . Syukur2 di SPBU ada loketnya utk Pembayaran non tunai/ link. Terimakasih.",5,0,0,0,0,0
"Sangat bagus dan membantu keuangan jadi lebih terinci pengeluaran bulanan tapi kenapa saldo my pertamina ini lambat respon ketika saya isi saldo link aja. Jadi, saldo my pertamina tidak sesuai dengan saldo link aja",5,0,0,-1,0,1
"Mudah dan lumayan potongan nya, selama ini saya pakai aplikasi my pertamina lancar dan aman aja. Setiap SPBU pun banyak yg sudah pengaplikasian my pertamina, hanya satu atau dua SPBU saja kadang memang tdk dapat menggunakan my pertamina. Overall mantep lah, praktis banget...",5,0,0,0,0,1
"Gua kasih nih ⭐5, tapi tolong hero nya di tambah dan kualitas nya di tingkatkan lagi masa mau pindah maps tiba tiba patah patah terus tolong iklan nya jangan terlalu sering satu lagi skin jangan lupa harus ada kalo bisa yg legendaris, sekian dan terimakasih semoga bermanfaat sarannya 🙏",5,0,0,0,0,0
Bagi saya ini sangat bermanfaat Hanya saja saya mohon kepada pihak pertamina untuk lebih memperhatikan di lapangan.. Saya sering kali mengalami penolakan dari beberapa SPBU yang ada di kota Bandung padahal banner my pertamina ada.. Alatnya ada..namun mereka bilang gak bisa. SYSTEM dan OPERATOR mohon untuk di perbaiki...,5,0,0,0,0,1
"Salah satu aplikasi yang memudahkan penggunanya sih ini, banyak fitur didalemnya, mulai dari pembayaran , asuransi, info outlet terdekat, hingga penukaran poin. Membantu banget. Smoga kedepan smakib banyak fitur fitur canggih lainnya .",5,1,0,0,0,1
"1. perbanyak bbm peremium di pasar. 2. bila di upload foto struk pembelian suka bermasalah 3. tidak semua pom bensin bisa mencetak struk pembelian 4. ada juga pom bensin, nemiliki meteran nya sudah buluk sulit di baca",5,-1,0,-1,0,0
"Aplikasi ini sangat bagus,dari awal sampai sekarang saya tdk mengalami kendala apa pun. Untuk yang mengalami kendala seharusnya bisa di sampaikan dgn santun,kita tunjukkan budaya indonesia yang santun.tks",5,1,0,0,0,0
"Kalau memang update ya mohon d persiapkan versi baru d play store, masak mau buka aplikasi nggak bisa dibuka kita harus update dahulu tapi kenyataannya versi baru blm link di play store, mohon dech d perbaiki. Buat kecewa aja.",5,-1,0,0,0,0
"Aplikasi ini wajib punyaaaaa. Jadi lebih tau promo², cashback, dll. Terimakasih pertamina sudah di buat aplikasi ini, sangat bermanfaat dan menguntungkan, makin cuan banyak. Sukses selalu pertaminaaaaaa, semoga makin maju dan makin byk promo² & cashback² nya :)",5,0,0,0,0,1
Terimakasih sudah ada aplikasi ini. Memudahkan dalam transaksi. Tingkatkan terus performa nya. Tambah fitur fitur yang lebih banyak dan menarik lagi.,5,0,0,1,0,0
sudah ok tapi agar di tingkatkan lagi pelayanan nya kok setiap mau scan agak susah selalu tifak ada konektivitas jaringan padahal jaringan nya 4g full,5,-1,0,0,0,0
"Ngebantu bgt kalo ga ada cash. Apalagi pernah dpt pengalaman buruk dgn pembayaran cash, ada petugas spbu yg pernah ngebuletin jumlah transaksi. Meski cuma beberapa ratus rupiah tp ttp masih ga terima krn petugasnya ga izin/ngomong apa2 dan attitudenya ga sopan :(",5,0,0,0,0,1
poin saya kok berkurang ya??,5,0,0,-1,0,0
"Apalikasi simpel sangat mudah di gunakan, good joob pertamina, telah menghadirkan fitur yang sangat berguna sekali buat para pengendara, semoga kedepannya aplikasi ini lebih ditingakatkan lagi supaya setiap orang bisa menggunakannya dengan mudah",5,1,0,0,0,1
"Bukan buzzer, tapi kasian karena banyak yg buli... Hehhe. Ayo semangat developer apk nya... Aplikasi masih banyak bug dan harus banyak fitur antar muka yg perlu diperbaiki. Loading awal agak lama, penerapan dilapangan petugas SPBU jg masih kagok.... Integrasi dengan link aja Bagus, tapi itu untuk HP RAM 6 kebawah sepertinya harus lebih sabar menunggu loading... Hehe. Secara umum saya berikan *** (bintang ⭐⭐⭐ 3).",5,-1,0,1,0,0
"Suka banget Pertamina ada aplikasinya yg sangat membantu, gak perlu uang tunai cukup klik bisa bayar pake e-wallet, dapat poin pula bisa ditukar voucher belanja juga...the best 👍",5,0,0,1,0,1
"sejauh ini saya merasa nyaman menggunakan aplikasi ini. komenan dibawah sungguh tidak saya tandah karena kalo ga bisa terkoneksi harus di poto manual di kamera bawaan, terus upload file.",5,0,0,0,0,0
sudah tau lama mengenai aplikasi ini karena suamiku pake hehe tapi baru skrg sempet ngasih rating karna puas dengan adanya aplikasi ini mempermudah ketika melakukan transaksi ataupun pengisian. aplikasinyapun sangat mudah di gunakan atau user friendly. thanks mypertamina,5,0,0,1,0,1
"Aplikasinya bagus banget, tapi seberapa baguspun aplikasi jika pelayannya jelek sama aja dikali 0. Saya dari Makassar merasakan ini setiap singgah di SPBU disitu ada spanduk Aplikasi My Pertamina, pas mau pakai aplikasi untuk transaksi, malah ngga bisa dengan sejuta alasan 😌",5,1,-1,0,0,0
"Wahh cocom buat kaum milenial nih, ga perlu cash2 lagi tinggal stay aplikasi. Ada menu voucher nya jg dan point semoga ada program2 menarik juga yaaa.. Isi bensi untuk kebutuhan tapi ada program menariknya. Semoga semakin berkembang aplikasinya.",5,0,0,1,0,0
"Setelah Update aplikasi Edit Profil sudah berhasil dan tersimpan(email,tempat tggl lahir,alamat),sehingga status kupon sekarang menjadi aktif,trm ksh ats respon ulasan yg cepat semoga lbh baik lg ke dpn nya..",5,1,0,0,0,0
sementara dua dulu karna berkali2 scan struknya pembeliannya gagal terus selalu ada tulisan tidak ada server padahal jaringan internet bagus banget buat streamingan youtube lancar banget tapi ada apa dengan My Pertamina kok ngeselin gini mau upload aja susah amat,5,-1,0,-1,0,0
"Proses pembayaran gampang banget, scan QR Code bayar lalu masukukin pin.. beres gk nyampe 1 menit pembayaran berhasil, awal nya saya juga ragu"" khawatir antrian panjang, ternyata okay lah aman gk bikin orang yg antri emosi 😀",5,0,0,1,0,0
"Aplikasi ini sangat bagus, pembelianya juga sangat simpel dan mudah di mengerti, cara membayarnya sangat mudah bisa menggunakan e-wallet apapun selain linkaja dan bisa kalian cek setiap hari untuk melihat penggeluaran pembelian bensin setiap hari",5,1,0,1,0,0
"Aplikasinya bagus banget... mempermudah kita bertransaksi, terutama buat beli bensin di SPBU nya Pertamina... Dan yang paling keren itu, banyak banget promo"" menarikk nya😍 Sukses teruss pertamina!!",5,1,0,1,0,0
"Seru bangettttttt..... Map nya luas, pilihan hero nya juga banyak, grafik nya juga udah 4K🥵. Wahh pasti aku jadi top player di aplikasi ini, sangat berharap ada kompetisi/turnamen kedepannya, minimal antar desa gituu, pengen banget soalnya lawan Desa Sunagakure 🥶 Btw aku dari Konohagakure 🦦. So far aplikasi keren abieezzz dehhh, ga banyak error😍😝. Bismillah jadi Dirut👨‍💼",5,0,0,0,0,0
"tampilan dan sistem bagus, trus tingkatkan",5,1,0,0,0,0
"Aplikasi my pertamina sangat membantu,mempermudah pembayaran,setiap melakukan pembayaran dapat poin juga,, recomend banget nih buat kalian yang ngga suka ribet...",5,0,0,1,0,1
"aplikasinya bagus tidak ada kendala fitur juga lengkap, memudahkan transaksi bbm ",5,1,0,1,0,0
"Sangat membantu,mempermudah pembayaran, namun sangat di sayangkan di tempat saya petugas spbu nya rata2 tidak mengetahui caranya sehingga jadi super jutek..acuh tak acuh melayani via my telkomsel. Beberapa kali isi selalu bilang jaringannya jelek...gak bisa... tolong di kroscheck area pangkalpinang. Maju terus pertamina.",5,-1,0,1,0,1
gud la sangat membantu sekali sukses buat pertamina,5,0,0,0,0,1
"Aplikasi yang sangat membantu dan bagus. Yang lebih seru nya lagi, bisa nonton konser musik kayak kemarin ada judika dan BCL, plus gak ketinggalan ada promo promo menarik lainnya. Sejauh ini selama pemakaian tidak ada masalah. Sukses selalu pertamina✌",5,1,0,0,0,1
daftarnya mudah subsidi tepat ok la,5,0,0,0,1,0
"Sangat membantu sekali dengan adanya aplikasi ini,karena memudahkan orang untuk melakukan transaksi via aplikasi,Dan kalo semisalnya lupa gabawa uang kan gampang bisa via aplikasi dan gaperlu bawa dompet 🤗",5,0,0,1,0,1
Sejauh ini ga ada kendala sih untuk penggunaanya dan bagusnya pembayaran bisa digital jadi ga perlu bingung kalau tiba-tiba bensin kendaraan habis dan tidak ada uang cash.,5,0,0,1,0,0
akhirnya struk pembelian sudah bisa digunakan makasih admin atas respon cepatnya,5,0,1,1,0,0
Bagus dan sangat membantu... Tapi sayang mungkin kurang sosialiasi dan di wajibkan untuk pegawai SPBU nya.. karena terkadang di setiap mau isi di SPBU selalu bilangnya gak bisa .... Akhirnya terpaksa saya uninstall lagi karena jarang kepakai,5,0,0,0,0,1
Aplikasinya membantu. Setiap transaksi kita bisa dapetin poin yang nantinya bisa di tuker voucher. Pembayaran juga jadi gampang dan sangat membantu buat orang orang yang lebih suka cashless. Mantap pokoknyaa,5,0,0,1,0,1
Gimana caranya supaya saya bisa mengisi data pembelian bbm sedangkan pas ngisi bbm ternyata alat print nya rusak jd ga bisa upload struk nya soalnya pas saya masukin manual di sertai foto mesin diapenser yg menunjukan angka pembelian tidak bisa di veripikasi..ada kiranya kolombuat catetan atau apa gitu yg bisa mewakili ketika struk itu tidak ada di katenalan alat printer nya rusak..trimakasih.. Semoga daper jawaban yg enak...sama perubahan di aplikasinya ada cara buat memudah kan nya...,5,0,0,-1,0,0
"Bagus aplikasi nya,. bermanfaat.. Tapi mengapa ada spbu yang katanya print struk nya rusak.. dan waktu pembelian dengan harga seperti biasa tapi jarum di spidometer berkurang ?",5,1,0,-1,0,1
Saya pengguna apk ini semenjak awal rilis. Saya merasa terbantu ketika ga bawa uang cash. Dapet diskon gede ngisi. Kalian yang belum pernah pake aja malah bintang 1. Di website juga ada tutorial juga. Masalah boomers gaptek? Ya tugas kalian yang membimbing mereka lah. Lagian gampang banget kok.,5,0,0,1,0,0
"Keren sih udah ada apk ini semua jadi lebih mudah, pas banget kalo lagi gak sedia cash bisa bayar lewat e-wallet jadi lebih praktis. Maju terus mypertamina ditunggu kemudahan selanjutnya.",5,1,0,1,0,0
Aplikasi sangat baik juga promonya Tapi kenapa saya mau edit profil isi data kok gak bisa ya Apakah kalau sudah terkoneksi dengan Link gak perlu isi data pribadi di profil MyPertamina Terima kasih,5,-1,0,1,0,0
Wah sangat membatu sekali Sejak ada apk ini jadi membantu Dan mempermudah dalam transaksinya juga Banyak sekali bonus di dalamnya Semoga kedepannya lebih bagus lagi dan Lebih di tingkatkan lagi Terimakasih mypertamina,5,0,0,1,0,1
"Bagus, sudah mengikuti perkembangan zaman, tapi kalau menurut sya sih ya, ini hanya saran saja, se andainya ada kartu fisiknya untuk metode pembayaran mungkin bisa memper mudah transaksi bagi semua orang terutama orang awam yg minim IT, lalu topupnya bisa lewat indomart atau alfamart",5,0,0,0,0,0
membantu buat masyarakat trimakasih pertamina sukses,5,0,0,0,0,1
"Aplikasi My pertamina ini sangat membantu sekali dalam melakukan transaksi atau pembayaran ketika kita di SPBU, nahhh selain ituu kita juga bisa dapet poin lohh poinnya bisa ditukar dengan reward yang ada, yukkk buruan download aplikasi My pertamina sekarang ngga bakalan rugi deh kalian🥰",5,0,0,1,0,1
"Saya suka semua dari aspek game ini tapi paling yg saya sukai ada Visual sama Gameplay-nya yg gak bikin bosan dan sampe lupa waktu, Saya sangat mengapresiasi developer yg mengembangkan game ini dan sangat menantikan update selanjutnya....🗿",5,0,0,0,0,0
"Aplikasi ini sangat membantu, yg lupa bawa uang cash tinggal transfer saldo ke link aja pakek mobile banking langsung beres. Ga perlu khawatir lg kurang2 bayar malah pembayaran jd lebih real sesuai nominal yg tertera di mesin. Terus ditingkatkan performa aplikasinya",5,0,0,1,0,1
"Banyak user yg bingung hrs isi nomer kendaraan, di menu akun ada kolom data kendaraan, lu masukin nmr kendaraan di situ, tar pas ngisi ga perlu ngetik nmr kendaraan lagi. Aplikasi nya sdh bagus, cmn user nya yg agak krg paham.",5,1,0,0,0,0
"pak/ibu udh 3 hari ini bahkan lebih kenapa aplikasi ky pertamina gk bisa login ya. eror tulisannya,server sedang bermaslah. padahal signal bagus. apakah ada perbaikan atau gmna ya? trima kasih",5,-1,0,0,0,0
"Sengaja install aplikasi karena ingin tahu keresahan dr masyarakat yg katanya aplikasi bermasalah . Overall oke,meski ada beberapa bug,desain oke.beberapa ada yg kuperhatikan,uda pakai teknologi yg baru.cuma masyarakat kurang sosialisasi sih,dalam pengunaan aplikasi yg mempersoalkan fee linkaja,i see dr semua ewallet pasti ada fee. Mungkin mypertamina bisa ditambahkan metode pembayaran lain yg tidak ada fee.",5,0,0,0,0,0
Aplikasi nya bagus ..cashback juga bbrp kali dapat . Hanya kendala pd bbrp SPBU yg berargumen klo system error . Sedangkan di waktu yg sama pd tempat lain bs bertransaksi via mypertamina. So what ??,5,1,0,1,0,0
membantu sekali dalam pembayaran cashless,5,0,0,1,0,1
Aplikasi sudah bagus.. Segera di tambahkan metode pembayaran yg lain juga selain Kartu.. jangan jadikan platform LINKAJA sebagai default utama next time.. bisa kolaborasi juga sama GOJEK.. semoga menjadi pertimbangan yang baik. Thanks,5,1,0,1,0,0
struk pembeliannya sudah bisa terbaca makasih respon cepat cs nya,5,0,1,1,0,0
"Aplikasi yg sangat bagus, saya jd tau banyak produk Pertamina, apalagi kalo program "" Berkah Energi Pertamina "" di perpanjang dan lanjutkan lagi (di adakan kembali), soal saya belom dapet hadiahnya hehe...😓",5,1,0,0,0,0
"Sangat membantu, aplikasinya mudah dan tidak ribet untuk dijalankan, terlebih pembayarannya yang cashless. Saya tidak keberatan dengan regulasi pemerintah ini, tapi tolong regulasi ini diperuntukkan untuk roda4 yang non-lcgc saja, karena saya masih sering melihat supir truk, konsumen rental dan pengendara motor yang tidak/belum memiliki smartphone di beberapa daerah bahkan di kota besar. Semoga beban APBN untuk pengeluaran subsidi ini dapat berkurang",5,0,0,1,0,1
"Bagus sudah aplikasinya, tapi klo boleh saran ada update bahan bakar yg ready dan tidaknya, atau update sedang melakukan pembongkaran (pengisian) soalnya sering dapat dijam yg harus nunggu lama karena ada nya pengisian ..",5,1,0,0,0,0
Wah keren banget ini aplikasinya. G perlu bayar pakai uang cash. Jadi pas lagi lupa bwlum ambil uang tunai gak bingung lagi. Benar - benar memudahkan. Belum pernah coba sih. Besok akan coba. Semoga aplikasinya lancar. ...,5,1,0,1,0,0
"bagus dan bermanfaat, tapi gimana kalau ada spbu yang tidak mau menerima pembayaran melalui mypertamina dengan alasan tidak ada instruksi dari pimpinannya. Sedangkan di spbu tersebut ada spanduk promo mypertamina dan mesin scan pembayaran mypertamina",5,0,0,-1,0,1
"Tau aplikasi ini dari temen, ternyata beneran makin mudah isi bensi. Kalau lagi perjalanan jauh ga usah takut kalau mau habis bensin, tinggal cek lokasi pom bensin yang paling deket di sekitarannya. Mantap pokoknya.",5,0,0,1,0,0
"Aplikasinya bagus dan sangat bermanfaat, semoga ke depannya tidak hanya kerja sama sama LinkAja ya... Bisa dengan OVO, Dana dll. Semoga aplikasi ini bisa terus berkembang dan digunakan oleh banyak masyarakat, khususnya bisa digunakan oleh semua kalangan tidak hanya kalangan atas.",5,1,0,0,0,1
"Sangat puas dengan aplikasi My Pertamina,karena udah ada peningkatan kecepatan pembayaran dari scan qr sampe struk keluar tanpa loading lama seperti pengguna kemarin.Mungkin masalah jaringan internet.",5,1,0,1,0,0
"Seneng banget sama aplikasi My Pertamina ini, pas isi bensin jadi ga perlu repot-repot bayar pakai cash atau kartu kredit tapi bisa lewat aplikasi langsung ga pake ribet. Cocok banget buat orang yang suka ketinggalan dompet kaya saya. Dah gitu ada sistem pengumpulan poin juga yang bisa ditukerin sama voucher"" menarik buat bayar berbagai produk dari Pertamina. Sukses terus Pertamina !!!",5,1,0,1,0,0
"Seneng banget aplikasinya keren fitur lengkap dilengkapi berbagai macam pilihan dan ga ada iklan sama sekali juga ada banyak fitur undian ,voucher selain itu gampang cara menggunakan nya ,secara aplikasi mudah dibawa kemana aja top up kapan aja sesuka hati ditambah ada point' untuk bisa ditukarkan dengan voucer atau promo nah yang belum download yuk buruan download gabakal nyesel deh praktis kemana aja pake MyPertamina suka banget makasi developer MyPertamina semoga sukses selalu",5,1,0,1,0,0
sistem nya bagus dan mudah transaksi bbm makasih,5,1,0,1,0,0
Apk ini sangat membantussaya ketika di SPBU..dan mudah sekali untuk bertransaksi..Terus maju dan berkreatif dalam meningkatkan pembayaran dan apk ini...terimakasih mw pertamina...km penolongku,5,0,0,1,0,1
"Allhamdulilah sangat menguntungkan, mudah digunakan. karena aplikasi ini bukan hanya isi bensin saja, saya bisa dapet point setelah isi bensin, pembayarannya juga lebih praktis. terimakasih pertamina sangat membantu. wajib bgt punya aplikasi ini nih😍😍",5,0,0,1,0,1
"Aplikasi ini super canggih dan keren banget sihh, sangat membantu konsumen untuk bisa bayar melalui pembayaran digital. Selama menggunakan apk ini juga tidak ada kendala sama sekali, pokoknya ini apk inovasi terbaru yang sangat membantu😊",5,1,0,1,0,1
So far lumayan terbantu dengan adanya aplikasi My Pertamina ini Krn bisa cashless plus ada poin2 juga. Semoga ke depannya lebih banyak aplikasi e-walletnya yang bisa terhubung selain Link Aja. Thank you,5,0,0,1,0,1
"Gamenya sudah bagus, tapi tolong untuk pihak developer memperbaiki sinyal karena sering terjadi lag, dan tolong untuk keseimbangan hero lebih diperbaiki lagi, ada beberapa hero yang sangat overpower",5,-1,0,0,0,0
"Wah my pertamina ini membantu banget buat sekarang di masa corona dan bisa lebih hemat nih dengan banyak banget voucher yang ada,menurut saya bisa diperbaiki lagi untuk sistem pembayaran agar tidak install lagi link aja tapi isi saldo lewat bank,indomaret dll. Makasih my pertamina",5,0,0,0,0,1
Hai min thanks you banget yaa dengan aplikasi my pertamina ini dan udah ngedownload akhirnya jadi ngebntu banget buat anak bangsa sekarang. Bisa juga buat payment dan baru ini tidak ada kendala atau ngebug sama sekali. Keren mantap nih aplikasi nya Bintang lima deh😆❤️,5,1,0,0,0,1
"katanya lagi membutuhkan 1000 user buat ngasih ranting bintang 5 ya ? mau dong aku dibayar ya nanti, jd Buzzer sementara 🤣 aduh aplikasinya membantu banget, makasih yang sudah meluncurkan aplikasi ini. Semoga sukses 😁",5,0,0,0,0,1
"Thanks melalui aplikasi ini saya berharap bisa membesarkan nama bbm non subsidi. Yg saat ini masih blm banyak di kenal masyarakat luas, tidak hanya itu aplikasi yg menjanjikan segudang hadiah benar benar akan milik masyrakat bukan janji palsu belaka.",5,0,0,0,0,0
Aplikasi ini membantu saya mempermudah dalam melakukan pembayaran . Dan aplikasi ciamikk pokoknya . Semangat terus dan sukses slalu . Thank you atas aplikasinya . Yg sangat efisien . Dan praktis apalagy di masa corona ini,5,0,0,1,0,1
"Aplikasi ini sgt membantu bagi kawula muda nih, yang apa-apa skrng semuanya serba digital. Skrng dgn adanya, my pertamina ini kita bisa bayar BBM pake uang digital loh, caranya jg gampang bgt tinggal search my pertamina, klik download, login dan masukkin data-data yg dibutuhin, tenang data-data yg diperluin ga terlalu pribadi ko jadi akan bgt.",5,0,0,1,0,1
"Aplikasinya sdh makin bagus tpi ada bbrp kendala antara lain ; 1. Banyak operator SPBU belum mahir menggunakan & tidak ada signal 2. Beberapa SPBU tidak ada aplikasi my Pertamina 3. Jika menggunakan aplikasi my Pertamina banyak kendaraan dibelakang yang antri karena agak lama bertransaksi. Saran mohon dibuatkan cara yg sangat simpel & cepat, contoh seperti kartu e-toll sehingga saat bertransaksi tdk terlalu lama & kendaraan di belakang tdk sampai menunggu lama berakibat antrian panjang.",5,1,0,0,0,0
"Yg bintang 1 bearti masih belom paham penggunaan aplikasi ini, ya so far saya pake My pertamina sich malah terbantu ya jd lebih praktis user interface yg friendly mudah dipahami dari scan qr sampe keluar struk nya mudah banget, dan enaknya lg bisa dikombine dengan pembayaran digital selain link aja",5,1,0,1,0,1
"MasyaAllah Tabarakallah....Alhamdulillah, Aplikasi ini sangat membantu saya untuk pembayaran di SPBU🥰🥰🥰 Transaksinya sangat mudah dan praktis, MasyaAllah nya lagi aku dapat poin hanya saat mengisi bensin🥰 Pokonya gak bakalan nyesel download aplikasi ini. Yang belum download buruan cuzzz download🥰🥰🥰🥰",5,0,0,1,0,1
"Aplikasi sangat membantu,, juga simpel mudah dipahami,, saran tolong ditingkatkan tambahkan e-wallet pembayaran selain linkaja, dan tambahkan speed appsnya.. terima kasih..",5,1,0,0,0,1
KAMI SARANKAN UNTUK YG MAU BAYAR PAKE APLIKASI UNTUK BAYAR BBM Yang Paling Enak Pake Aplikasi LINK AJA... Klw aplikasi cuma bisa beli produk pertamina tapi klw pake linkaja itu banyak kegunaanya..apalagi tidak ribet.. yg ini aga ribet .,5,0,0,1,0,0
"Sering berkembangnya teknologi zaman informasi, aplikasi semakin maju juga hehe, lebih praktis mempermudah transaksi sih nih aplikasi the best dah pokoknya. Bisa bayar pake link aja juga tinggal scan barcode via aplikasi My Pertamina.",5,0,0,1,0,1
"Baru tau kalau Pertamina ada apk sendiri. Tapi ini memudahkan banget sih buat bertransaksi saat gak bawa uang cash waktu isi bensin. Tapi gak semua Pertamina menyediakan layanan ini. Semoga kedepan nya semua Pertamina di Indonesia bisa melayani apk ini. Gak cuma bisa bayar bensin sih di apk ini, setiap transaksi akan ada reward nya berupa poin dan bisa ditukarkan. Keren yah Pertamina sekarang. Semoga bisa lebih baik lagi.",5,0,0,1,0,0
"Menggunakan aplikasi ini ternyata banyak membantu untuk pembelian bensin, dan sangat mudah digunakan karena interface nya user friendly banget . tapi bisa tuh kalau di tingkatkan lagi metode pembayarannya kalau bisa di tambah e wallet.",5,1,0,1,0,1
"Aplikasi sangat membantu khususnya pembelian bbm terutama bensin,untuk proses pembayaran dari scan QR sampai setruk keluar lumayan cepat dan pastinya akan dapat banyak bonus poin dari transaksi mypertamina.tolong untuk tambahkan pembayaran malalui e-wallet selain linkaja,terimakasih",5,0,0,1,0,1
"Aplikasinya oke, tapi sayang SPBU di sekitaran Kota Metro Lampung belum support dengan alasan belum bisa/gangguan/dsb. Tolong ditingkatkan SPBU nya. Terimakasih",5,0,0,0,0,0
"Terimakasih udah ciptain aplikasi my Pertamina. Mempermudah transaksi saat di SPBU. Suka banget sama aplikasinya 🥰. Sering dapet point juga. Semangat terus Pertamina,, makin jaya, maju, dan sukses",5,0,0,1,0,0
Sebelumnya saya tidak mengetahuinya bila ada program Berkah Energi. Lalu saya melihat ada poster saat mengisi bensin. Akan tetapi tidak mungkin saya membacanya secara detail. Karena sangat mengganggu pengendara lainnya. Sayangnya banyak karyawan yg kurang ramah. Padahal ada selembaran poster kecil yg siap dibagikan. Akan tetapi tidak dibagikan juga. Jadi sangat disayangkan siih... So masih banyak yg belum mengetahuinya akan promo tsb.,5,0,-1,0,0,0
"sistemnya si bagus, tapi saya pernah hubungi customer servicenya lama banget responnya, mohon dievaluasi lagi",5,1,-1,0,0,0
"Menurut saya aplikasi ini sangat rekomended, fitur fiturnya juga gak ribet, mempermudah konsumen dalam pembelian bahan bakar, bisa dimana saja dan kapan saja,, juga sangat membantu karena dengan sistem e-wallet proses transaksi bisa dilaksanakan tanpa kontak langsung dan tidak perlu ribet bawa uang cash. Apalagi saat isi full dengan nominal yang tanggung, tidak mempersulit petugas untuk memberikan uang kembalian. Pokonya istimewa banget! Bismillah Komisaris",5,1,0,1,0,1
"Isi bahan bakar dapat cashback, inovasi yang sangat baik dari PT. PERTAMINA, tapi masih banyak kendala pada sistemnya terutama dijaringan, kebanyakan operator SPBU jg ndak mau ribet dengan sistem pembayaran online ini karena masalah jaringan 🙏🏻",5,-1,0,1,0,0
"My Pertamina adalah aplikasi yang sangat mudah diakses dengan banyak keuntungan dan sarana pelanggan untuk dapat poin yang bisa ditukar dengan reward yang berharga. Dengan app ini sangat memudahkan pelanggan dalam bertransaksi. Yukk Buruan Pake Appnya teman"" 🥰🤗",5,0,0,1,0,1
sangat sangat bagus aplikasinya mantap la,5,1,0,0,0,0
